item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,item11,item12,item13,item14,item15,item16,item17,item18,item19,item20,item21,item22,item23,item24,item25,item26,item27,item28,item29,item30,item31,item32,item33,item34,item35,item36,item37,item38,item39,item40,item41,item42,item43,item44,item45,item46,item47,item48,item49,item50,item51,item52,item53,item54,item55,item56,item57
1168,A,B,A,D,C,C,B,A,A,D,A,C,C,A,D,C,B,A,C,B,D,C,B,A,C,C,D,D,C,B,A,D,C,D,B,D,B,B,B,B,B,C,C,B,C,A,A,B,A,A,C,D,C,D,C,A,D
1169,D,B,C,D,A,B,A,C,C,D,C,D,A,A,A,D,A,D,B,D,C,A,C,C,B,A,C,D,A,C,B,D,A,B,B,C,D,A,C,C,A,A,B,B,D,A,B,A,A,D,D,A,D,A,C,D,B
1170,A,C,D,A,C,A,A,B,C,D,C,D,D,C,D,B,A,D,D,B,A,B,B,A,C,A,D,C,D,A,B,B,A,B,A,A,C,B,A,B,C,C,D,D,C,C,A,A,C,C,C,C,D,B,B,A,D
1171,C,A,A,D,B,B,D,B,D,B,D,C,D,A,A,A,C,B,C,C,A,C,A,A,C,A,D,A,B,D,C,B,A,C,A,B,B,C,B,D,D,A,C,B,C,B,B,B,C,A,D,A,D,A,C,A,B
1172,A,B,B,C,D,D,B,C,A,D,C,A,C,C,C,B,B,C,A,A,A,A,A,B,C,C,B,A,C,B,B,A,A,C,B,B,D,B,C,D,D,C,A,D,A,D,B,B,C,A,A,A,D,D,A,D,A
1173,A,A,D,C,C,A,A,D,D,C,C,D,C,D,A,A,C,D,D,A,A,A,A,A,A,D,A,B,C,C,D,C,C,B,A,C,C,A,D,A,B,C,A,D,C,C,D,B,B,D,A,A,B,A,D,C,C
1174,A,B,D,B,A,A,B,A,A,B,B,D,D,B,C,C,B,B,C,B,A,A,D,D,A,A,D,C,B,C,A,A,D,C,D,A,C,B,D,C,A,A,D,D,C,A,C,D,A,D,A,D,C,A,C,D,B
1175,A,B,D,A,A,C,D,B,C,D,C,B,A,A,D,B,D,B,D,C,C,B,A,D,B,A,B,A,D,D,D,B,C,C,B,B,B,A,C,C,D,B,D,C,C,A,C,A,D,B,D,D,D,C,B,D,D
1176,A,B,B,C,B,B,A,D,B,A,C,A,A,A,D,C,A,D,D,A,D,B,C,A,A,D,A,C,C,A,C,A,B,B,B,C,A,B,C,B,A,B,C,A,D,A,C,B,A,D,A,C,B,D,A,D,D
1177,C,A,A,D,B,A,D,D,D,A,C,C,A,A,C,D,B,B,B,D,D,A,B,B,C,B,A,D,B,B,C,C,C,C,C,D,C,B,A,B,A,D,C,D,B,C,B,B,D,D,A,B,B,D,D,A,A
1178,A,C,C,C,B,A,C,C,A,D,B,C,D,D,C,C,A,D,D,C,A,C,D,A,C,A,B,A,D,D,A,A,A,C,C,A,C,C,B,B,C,C,C,D,C,C,B,C,A,B,D,A,C,D,A,C,D
1179,B,B,A,B,D,A,B,D,B,D,B,C,D,B,B,A,C,C,B,B,A,B,C,A,A,C,A,D,B,B,D,B,A,C,D,A,A,D,B,A,B,D,D,D,A,A,C,B,B,B,A,D,B,C,C,B,C
1180,C,D,B,C,C,A,C,C,B,D,B,A,A,B,B,A,C,D,B,A,D,D,A,C,B,D,A,A,D,D,C,A,D,D,C,B,A,B,D,C,B,D,C,B,C,A,A,D,D,A,C,B,B,A,B,A,D
1181,A,C,C,C,A,D,B,B,C,C,B,B,D,D,C,D,A,D,C,A,D,D,B,A,A,B,D,B,B,A,B,A,D,C,A,D,C,D,C,D,D,B,A,D,A,A,C,A,C,C,B,D,B,B,C,C,A
1182,D,C,B,B,C,B,C,B,D,D,B,C,A,D,D,B,A,A,B,B,C,A,D,A,B,D,B,C,A,B,C,A,B,D,C,C,A,B,C,D,D,A,B,C,D,C,A,B,C,D,B,B,A,B,D,B,C
1183,A,B,A,C,D,A,C,D,D,B,C,C,C,A,C,D,C,C,A,C,D,B,D,A,C,D,B,B,D,D,A,C,A,C,B,B,B,D,D,B,D,D,C,D,A,B,C,B,B,B,A,C,C,B,A,B,B
1184,B,C,B,C,D,C,D,C,B,C,D,C,B,A,D,A,C,A,C,A,D,A,B,B,A,A,A,B,D,D,B,B,A,B,D,D,C,A,C,B,C,D,B,C,D,A,C,B,A,A,C,B,D,D,C,C,B
1185,D,D,D,D,B,B,A,A,B,A,B,C,C,A,B,C,C,B,B,C,B,C,A,D,A,B,C,B,B,A,C,B,D,B,A,B,C,A,A,D,D,D,B,A,B,D,B,D,C,A,D,C,D,C,C,D,A
1186,C,C,D,C,B,B,D,D,D,C,D,D,C,C,A,B,A,C,A,D,B,A,A,C,C,A,D,B,C,B,A,C,C,A,C,B,D,D,C,A,C,D,A,C,B,B,D,C,C,C,B,A,B,A,D,A,D
1187,C,D,C,D,C,A,B,C,C,C,D,A,D,B,A,B,A,B,D,A,A,D,D,B,C,B,C,A,A,B,A,A,B,B,B,B,C,D,A,A,D,B,D,C,B,B,A,B,A,D,A,A,A,B,A,C,D
1188,B,D,B,C,C,B,C,B,D,C,B,C,A,A,A,C,C,B,A,D,C,B,C,B,B,D,C,D,A,B,C,B,A,D,A,B,D,D,B,B,C,A,B,A,A,A,C,A,D,A,C,C,A,C,A,C,B
1189,B,B,B,B,C,C,B,A,B,C,A,C,B,B,C,C,D,D,D,D,A,B,A,C,D,D,A,A,B,A,B,C,C,A,B,A,C,A,C,B,B,C,A,D,C,A,C,C,B,C,B,A,D,B,A,B,D
1190,C,D,B,A,D,A,C,A,C,A,A,A,C,B,D,C,A,B,A,B,B,C,A,C,B,A,C,C,A,A,B,D,C,A,A,C,D,A,B,B,B,A,A,D,C,B,A,D,D,D,C,B,C,D,D,B,A
1191,B,D,D,D,B,B,C,D,B,C,D,B,A,B,C,A,D,B,A,A,C,C,B,C,B,B,A,D,B,C,A,D,D,A,A,B,C,D,B,A,D,A,C,D,A,A,B,A,C,C,A,B,D,C,D,B,C
1192,A,A,C,A,B,B,C,A,C,C,A,C,C,D,D,D,C,B,D,B,D,A,D,D,D,C,D,D,C,B,D,C,D,D,C,B,C,B,A,D,C,A,A,B,A,A,A,A,C,D,D,D,C,A,C,C,A
1193,B,A,D,D,C,A,C,D,B,D,C,B,C,A,D,A,D,A,A,A,A,D,B,D,B,D,B,B,B,A,B,A,A,A,D,A,B,A,A,D,D,B,A,C,B,C,A,C,D,C,C,D,A,D,D,B,C
1194,C,D,A,B,C,D,C,C,A,D,C,A,A,D,B,C,A,A,C,C,B,C,B,A,D,D,D,C,B,D,C,C,D,C,C,A,B,D,D,C,C,C,A,D,C,A,D,D,A,B,A,A,D,B,A,B,B
1195,C,C,B,D,C,D,A,A,A,B,B,A,A,A,C,D,A,A,A,B,C,A,D,B,B,B,A,C,B,A,C,B,A,B,C,B,C,D,D,D,B,C,D,A,C,A,B,C,C,B,D,B,A,A,D,A,C
1196,D,B,C,B,C,A,C,D,A,C,C,B,D,D,C,C,C,B,A,A,A,D,D,D,D,D,D,B,D,D,C,D,C,B,A,D,B,C,B,C,A,A,A,A,C,B,A,B,A,D,B,B,C,A,C,C,B
1197,B,D,A,B,B,C,A,D,C,A,B,C,D,A,A,C,B,C,A,B,B,A,B,D,C,D,C,A,C,C,B,D,D,C,D,D,B,D,B,C,D,A,A,A,C,A,C,C,D,D,D,D,B,D,B,B,B
1198,B,B,C,B,A,C,A,D,C,D,A,B,D,A,C,D,D,D,D,B,C,D,A,B,D,A,B,B,B,A,A,D,B,B,C,A,B,C,B,A,B,A,D,B,D,C,A,D,B,C,C,D,D,D,A,C,D
1199,C,A,C,D,A,A,C,C,D,A,B,B,A,A,D,B,D,D,B,B,D,D,A,B,D,D,C,D,A,A,B,C,C,C,A,D,A,D,B,A,B,D,C,C,A,B,C,D,B,A,C,B,B,D,C,C,D
1200,C,C,B,A,A,B,D,A,A,D,C,D,D,C,A,D,D,B,D,A,B,D,A,D,B,B,D,C,D,C,D,C,B,A,C,A,A,D,D,A,B,B,A,A,D,B,C,C,B,A,D,C,C,A,D,A,B
1201,A,C,C,C,A,B,D,B,C,B,A,B,D,A,D,A,D,B,A,D,C,B,A,D,A,B,B,B,C,B,A,D,C,C,C,B,C,A,B,D,C,D,A,D,C,B,D,C,C,C,D,C,B,A,D,A,C
1202,D,A,D,D,C,B,C,A,A,D,C,C,D,A,B,B,B,C,A,A,B,D,D,C,C,B,B,C,A,A,C,A,D,D,A,C,D,B,D,B,C,B,C,D,C,C,D,C,C,A,B,C,D,D,A,A,B
1203,B,A,D,B,D,C,C,C,C,A,A,D,C,B,A,A,C,A,D,C,B,B,C,C,A,D,C,C,D,D,D,C,A,C,D,C,D,B,A,B,C,B,A,A,C,D,C,C,A,C,A,D,D,C,B,B,A
1204,D,D,B,D,A,C,D,D,C,C,D,D,B,C,D,C,A,A,D,A,A,C,D,C,C,D,A,D,A,A,B,C,B,C,D,B,D,B,C,D,C,B,A,A,C,C,C,A,D,A,C,B,C,C,A,A,D
1205,A,D,C,C,C,A,D,B,A,C,C,B,A,C,B,D,A,D,A,B,C,A,D,A,B,B,D,B,B,A,C,C,D,B,A,B,C,B,C,A,C,A,A,D,C,C,D,D,B,A,B,A,B,C,B,C,C
1206,B,D,A,C,D,A,B,C,C,D,D,B,D,B,B,C,D,A,D,B,B,C,B,A,C,D,C,B,A,C,C,A,B,A,A,B,A,D,A,B,D,D,B,B,B,D,D,A,C,A,A,D,C,A,B,B,C
1207,A,B,D,B,C,B,C,C,C,A,B,D,B,C,A,D,D,D,B,A,D,B,B,D,A,C,C,A,B,D,C,D,C,A,D,A,D,C,D,C,B,C,C,B,B,B,C,B,D,A,B,C,C,A,C,B,C
1208,D,D,D,C,C,D,B,A,A,D,B,C,C,D,B,B,D,A,B,A,C,C,D,D,B,B,B,D,C,D,B,D,D,A,A,C,D,A,D,D,D,D,C,A,B,D,C,B,D,B,C,C,B,C,D,A,D
1209,A,D,A,B,C,D,D,D,B,B,A,B,A,A,D,D,C,A,C,C,D,D,A,A,B,A,A,D,C,B,A,C,B,B,A,D,B,D,B,D,C,C,D,D,D,A,D,D,A,A,D,D,C,A,D,B,D
1210,D,D,C,D,A,D,D,D,D,B,D,C,A,D,D,A,A,B,B,D,B,A,C,B,A,D,A,D,A,C,A,D,D,A,B,A,D,C,C,D,B,B,D,A,D,C,C,D,B,C,B,A,C,D,D,B,D
1211,B,C,C,D,A,D,A,B,A,A,A,B,C,C,A,D,B,C,D,A,D,B,B,D,B,B,A,A,D,A,D,B,B,D,C,D,B,C,A,C,D,A,D,A,C,D,B,C,A,A,B,B,A,A,A,B,C
1212,D,D,B,A,D,A,A,D,D,B,A,B,D,D,C,B,D,A,C,D,A,C,D,D,C,A,D,D,A,A,B,B,D,C,C,C,A,B,B,C,D,D,C,C,C,A,D,D,B,C,B,B,D,B,D,D,D
1213,C,B,B,D,A,D,D,B,B,A,B,D,B,D,B,B,A,B,A,D,D,D,C,D,C,A,B,D,C,D,C,A,D,C,B,B,B,A,B,B,C,B,D,C,C,A,C,C,B,D,B,A,B,C,D,A,D
1214,C,B,C,D,D,B,B,B,D,A,A,B,A,A,A,B,B,B,B,A,A,A,A,C,D,B,B,B,B,B,A,B,B,D,D,C,D,B,A,A,D,D,B,C,A,A,D,C,A,C,D,D,C,C,B,B,C
1215,B,A,D,A,C,C,B,C,A,B,D,B,B,B,D,B,A,B,C,C,C,D,D,A,D,C,D,B,D,C,C,B,A,A,A,C,C,C,B,B,D,A,A,A,B,B,A,D,C,A,D,C,D,D,B,D,D
1216,B,A,D,B,B,D,B,A,A,B,A,B,C,D,A,A,C,C,C,A,B,C,B,C,A,B,C,D,D,A,D,D,B,D,A,A,B,C,D,A,C,D,D,D,C,B,D,C,C,C,A,A,A,A,C,C,D
1217,A,B,D,A,D,C,C,D,D,C,D,A,A,A,A,B,B,B,C,A,C,D,B,D,A,A,D,B,D,C,D,D,D,A,D,A,B,B,C,A,C,D,A,C,B,B,C,C,B,C,C,C,A,B,A,C,C
1218,D,C,D,B,D,A,B,B,B,B,C,C,A,C,A,B,C,D,A,B,A,A,C,A,D,D,A,C,A,B,B,C,A,B,A,C,B,D,B,C,C,D,A,B,A,B,C,C,C,D,B,B,D,B,D,C,B
1219,B,A,C,B,A,D,D,B,C,A,B,B,C,D,C,B,C,D,B,C,D,A,A,D,D,B,B,C,C,D,A,A,D,B,B,D,C,B,C,A,D,B,B,A,C,C,C,A,A,C,C,D,A,D,D,C,A
1220,B,D,A,B,A,D,D,C,A,D,B,C,B,D,A,D,B,D,B,B,C,A,D,B,D,C,C,C,A,C,D,C,C,B,A,A,D,B,D,A,A,D,B,B,B,A,A,D,C,D,C,C,C,A,D,C,C
1221,B,D,A,C,A,A,D,A,A,C,C,D,B,C,D,B,D,C,D,C,C,C,A,C,C,C,A,D,B,A,C,B,D,A,A,A,B,B,B,C,C,D,A,D,D,A,C,A,B,D,A,C,D,C,B,C,C
1222,C,B,C,A,B,B,D,B,B,C,A,A,D,D,C,B,A,D,B,D,A,C,D,A,B,C,A,C,C,A,C,B,C,A,B,B,A,D,C,C,A,A,B,D,A,D,D,D,A,A,C,A,C,C,B,C,D
1223,C,D,C,D,C,B,D,B,A,B,B,D,A,D,D,D,B,D,A,B,D,C,A,B,B,A,C,C,B,D,C,D,A,C,B,D,D,A,D,D,A,D,B,A,A,D,D,C,B,B,A,D,C,D,C,D,D
1224,A,D,A,D,A,D,A,B,D,D,D,C,C,D,A,A,B,B,D,A,A,D,C,D,C,B,A,A,B,B,B,D,C,C,B,B,C,B,C,D,A,D,D,D,A,D,A,D,B,C,C,D,D,B,D,A,C
1225,B,A,A,A,A,C,A,A,D,A,C,C,A,D,C,B,A,C,C,A,B,A,D,C,B,C,D,D,C,A,A,B,A,C,D,D,B,C,B,D,A,C,D,C,A,D,D,D,B,A,C,D,C,B,B,C,A
1226,A,C,D,B,B,A,A,A,C,B,C,B,A,B,B,D,A,B,C,D,C,A,A,A,B,C,A,C,A,D,D,A,B,C,B,C,C,A,B,D,B,A,C,B,B,D,D,B,C,C,C,D,D,B,D,D,A
1227,D,C,D,C,D,D,D,C,A,C,A,A,D,C,B,A,A,D,A,C,D,A,C,B,B,D,B,A,D,A,D,B,B,A,A,B,D,A,A,C,B,C,D,A,B,A,B,B,A,C,C,D,C,A,D,C,B
1228,B,A,D,D,B,B,A,D,A,D,A,C,C,C,C,B,D,A,A,C,C,A,B,C,D,A,B,A,A,A,A,C,B,B,C,B,A,B,D,C,C,C,A,B,A,D,A,D,C,A,C,D,B,C,D,C,C
1229,A,B,B,C,C,B,B,C,A,A,C,B,C,C,C,D,B,D,A,B,B,B,C,C,B,C,A,C,A,C,D,D,C,B,D,B,D,B,A,D,A,A,C,B,C,C,D,A,B,C,D,B,A,B,C,D,D
1230,A,B,A,D,A,D,D,B,C,C,D,D,C,D,B,A,C,A,D,A,A,A,D,B,C,B,C,C,A,D,C,C,D,C,D,B,A,D,B,B,A,D,B,C,C,D,C,B,A,A,D,D,B,B,D,A,A
1231,A,C,D,C,D,C,B,D,D,D,D,B,A,B,D,A,D,D,A,D,A,C,B,A,D,C,A,B,D,B,B,B,A,D,D,C,A,B,B,D,B,A,C,B,D,D,A,C,A,A,B,A,C,D,A,B,C
1232,C,B,C,D,D,C,A,D,B,D,C,B,D,D,C,C,C,B,A,A,A,C,D,A,D,C,B,B,A,B,D,B,B,B,D,A,A,A,B,C,B,C,A,B,C,B,A,B,A,A,C,B,C,B,C,A,C
1233,B,D,A,A,B,A,D,D,C,C,D,D,B,D,C,B,A,C,C,D,D,D,A,A,C,A,C,B,D,C,A,A,C,C,D,D,D,C,D,C,B,C,C,C,B,C,C,B,D,B,C,B,C,A,B,B,C
1234,A,D,A,C,A,D,D,B,A,C,D,A,D,D,C,D,C,D,D,B,A,C,A,B,A,B,B,B,A,C,B,D,B,D,B,C,A,A,C,C,C,B,C,A,A,B,D,D,D,C,D,A,B,C,D,A,C
1235,B,D,A,A,C,C,B,C,C,A,B,B,C,D,C,D,A,B,B,D,B,C,C,D,C,B,A,B,D,A,B,B,C,A,D,A,D,B,D,A,A,B,A,C,B,D,D,D,B,C,C,D,A,B,D,B,C
1236,A,C,C,C,B,D,A,B,A,C,B,A,B,A,D,D,D,C,B,C,B,D,A,B,C,B,C,D,B,C,A,A,D,A,A,B,A,A,C,C,D,D,A,B,B,C,A,D,B,B,A,D,B,A,B,A,B
1237,D,D,D,C,A,B,D,A,D,D,B,D,A,A,D,D,D,C,D,B,D,D,D,C,B,B,C,D,C,D,D,A,B,B,A,A,D,B,B,D,D,C,C,C,D,C,A,D,A,B,B,D,D,D,D,C,B
1238,A,C,B,A,A,D,D,C,D,B,C,D,B,B,A,D,A,C,B,B,D,A,A,C,C,D,C,D,D,B,C,A,C,C,A,C,C,B,A,D,D,B,A,A,C,B,C,A,B,C,D,C,A,C,D,C,D
1239,B,D,D,C,C,B,C,D,B,A,D,C,D,A,B,C,C,A,B,C,C,D,A,D,A,C,C,C,A,A,D,D,D,C,A,B,A,A,C,C,A,B,A,A,C,B,D,C,A,B,C,A,D,D,B,B,C
1240,C,C,A,C,A,A,B,D,D,C,D,D,A,A,B,C,B,A,A,C,B,C,D,B,B,B,C,A,A,B,A,B,B,A,B,D,B,A,B,B,C,C,B,C,A,A,C,C,A,C,A,A,D,B,C,D,B
1241,A,B,A,C,D,B,C,D,C,C,D,D,A,C,B,A,B,A,A,B,A,D,B,B,B,B,D,C,B,C,D,D,A,D,A,A,A,B,C,D,D,C,C,D,C,A,D,C,A,D,D,B,C,C,C,A,D
1242,C,A,A,D,D,C,B,B,D,C,C,D,B,C,C,C,A,C,D,A,D,D,D,C,B,A,B,B,C,A,D,C,D,C,A,C,C,D,C,C,C,D,D,B,C,B,B,A,B,D,D,D,B,B,A,A,A
1243,C,D,D,D,D,C,D,C,D,A,C,A,B,C,D,A,C,B,C,C,B,C,B,A,B,B,C,C,D,D,A,A,D,B,C,B,A,B,B,D,A,C,A,B,C,B,D,D,A,A,D,C,C,B,B,A,A
1244,D,D,C,A,D,A,B,D,C,A,A,D,B,A,C,D,C,A,D,D,C,C,C,A,C,D,B,B,A,B,A,C,A,A,A,C,A,C,D,A,C,A,B,C,A,B,C,D,B,C,D,A,A,B,C,D,D
1245,C,A,D,B,C,C,A,B,A,B,A,B,A,A,B,B,B,B,B,D,C,A,B,D,A,D,D,D,C,C,B,D,C,D,A,C,B,D,C,B,A,A,A,B,A,A,A,C,C,A,C,C,C,A,C,D,B
1246,B,A,B,B,C,C,A,B,B,D,A,B,B,C,D,B,B,B,B,C,D,C,D,A,D,C,B,B,C,D,D,C,C,C,D,B,D,C,B,D,C,B,D,D,A,A,D,A,D,D,A,C,D,B,A,B,C
1247,D,A,B,B,C,C,D,A,B,B,A,B,D,B,B,C,A,A,C,A,B,B,B,D,B,A,C,A,C,C,B,A,A,D,D,B,D,D,B,C,A,D,C,A,A,C,A,A,C,D,C,B,A,B,B,A,C
1248,D,A,A,D,B,D,A,A,C,C,C,D,C,B,D,A,A,D,D,C,C,B,D,D,A,A,B,D,D,B,C,A,D,C,A,C,C,C,B,B,A,D,C,A,A,A,D,B,C,A,D,D,A,B,D,A,C
1249,B,A,B,B,D,B,B,C,A,D,B,A,A,D,B,C,B,A,C,D,A,A,D,B,A,C,B,C,B,C,D,C,B,A,B,C,C,D,D,C,A,B,D,B,A,A,C,A,A,A,D,A,B,A,D,A,B
1250,A,D,C,C,C,C,C,A,B,D,D,D,C,B,C,C,A,C,A,D,A,C,B,B,C,B,B,D,D,C,D,D,C,B,C,A,C,A,C,B,D,A,C,C,B,C,C,B,B,A,D,B,B,B,C,D,D
1251,A,B,D,D,C,D,D,A,D,C,D,C,B,B,B,C,B,D,D,B,D,B,C,C,D,A,C,B,B,D,A,D,B,B,A,A,A,A,C,C,C,D,D,A,C,C,D,B,A,B,B,C,B,D,C,B,D
1252,D,D,D,D,B,D,B,A,A,D,B,C,B,D,A,C,D,B,B,B,D,B,B,D,D,A,C,B,A,A,A,C,D,C,C,A,A,C,C,D,A,D,A,B,B,C,D,C,A,C,C,A,A,C,B,D,B
1253,C,C,D,A,B,A,A,D,B,D,A,D,A,C,C,C,D,D,C,C,B,B,A,C,A,C,A,B,A,B,A,B,C,C,D,A,D,D,A,D,C,C,B,D,B,A,C,A,D,C,B,C,C,D,B,D,A
1254,C,C,A,C,A,D,B,D,A,B,A,C,A,B,B,A,B,A,D,C,B,A,A,A,A,D,B,D,D,B,A,C,C,D,B,A,B,D,D,A,C,A,A,A,C,C,D,C,B,B,A,A,B,B,C,D,B
1255,B,D,B,C,C,A,B,B,B,A,C,B,B,D,B,C,D,C,A,D,D,C,B,D,C,C,D,C,A,B,B,B,D,D,A,D,D,A,A,A,B,D,B,C,D,B,B,A,C,A,B,A,A,B,D,B,A
1256,D,A,D,D,D,D,D,D,A,A,A,B,B,D,A,B,B,A,C,C,C,C,A,D,A,B,D,D,C,D,A,A,B,A,C,D,B,D,C,D,A,C,B,A,B,C,A,A,C,C,A,B,A,A,A,C,B
1257,B,C,A,A,A,C,B,D,A,C,D,A,D,D,D,D,C,C,A,C,A,C,D,B,D,C,B,A,D,B,C,C,A,B,A,A,A,B,D,D,B,D,D,B,D,D,D,C,A,C,A,D,C,C,D,A,B
1258,C,B,C,D,D,C,B,A,C,C,C,A,D,D,A,A,C,B,C,D,C,C,B,B,C,C,D,D,A,C,C,B,B,D,B,D,D,C,C,D,D,C,B,A,A,B,B,C,A,C,C,C,C,D,B,B,B
1259,B,B,C,D,B,B,D,B,C,B,B,B,A,D,C,B,A,A,C,A,A,A,A,D,B,D,D,C,C,A,C,B,B,B,B,A,B,B,C,D,A,D,A,B,A,A,C,C,C,D,C,C,D,D,C,A,D
1260,C,D,D,B,C,B,A,A,A,B,D,A,B,D,C,C,D,C,B,C,A,C,B,B,C,C,A,D,D,D,A,A,B,B,A,B,C,C,D,D,C,B,C,A,D,B,D,D,B,A,B,C,C,D,D,C,A
1261,A,A,D,C,A,C,C,C,C,D,D,C,A,A,A,B,D,D,A,B,A,C,A,C,D,A,A,A,A,D,A,C,C,B,C,A,A,A,A,D,B,C,D,A,B,B,C,C,C,B,B,A,B,D,C,B,B
1262,A,A,D,B,D,D,A,B,A,A,B,B,B,A,A,B,D,C,A,D,D,A,A,D,D,B,D,D,C,D,B,D,B,B,C,C,A,A,B,D,D,C,A,D,D,A,B,D,A,C,C,B,B,D,A,D,A
1263,A,B,A,C,D,B,B,C,D,B,B,C,B,A,B,C,A,A,C,D,D,A,A,C,B,A,B,D,C,C,A,C,C,D,D,C,B,B,B,B,A,C,B,D,A,B,C,A,B,D,A,A,B,C,D,C,C
1264,A,B,D,D,D,D,C,D,C,C,C,B,A,A,C,C,D,B,D,A,D,A,A,A,C,B,A,A,B,A,D,B,A,D,A,B,B,A,D,C,C,D,C,D,A,D,B,A,D,A,A,B,A,B,A,B,D
1265,C,C,B,C,C,C,D,B,A,C,D,A,C,B,B,D,D,D,B,C,C,C,C,A,D,C,A,A,C,A,B,A,D,D,B,A,C,C,C,A,C,C,A,C,C,A,B,D,D,B,A,C,A,C,D,A,A
1266,C,C,C,A,D,D,B,A,C,A,D,B,B,D,B,B,C,C,A,D,C,D,C,D,A,B,B,D,B,D,A,D,A,A,A,C,A,B,D,B,B,B,B,C,C,B,D,C,B,D,C,D,B,A,A,D,C
1267,D,C,B,C,D,C,B,C,D,D,D,B,D,C,C,C,D,D,B,B,B,D,C,C,C,D,D,A,A,D,C,A,D,C,B,D,D,B,B,B,B,B,C,C,D,B,C,A,C,B,B,B,C,B,D,D,A
1268,D,C,B,C,A,D,B,A,C,B,B,D,D,A,C,B,D,C,C,D,A,C,A,D,D,A,A,B,A,A,C,C,A,B,A,A,B,D,C,A,B,D,B,C,B,D,D,C,A,D,A,A,A,C,D,B,A
1269,C,A,A,B,C,A,C,C,A,C,D,D,C,D,B,B,A,D,C,B,B,D,A,B,D,B,D,B,B,B,A,B,B,D,D,D,D,B,C,D,A,D,C,A,C,A,A,C,A,B,A,A,B,C,A,D,D
1270,B,C,D,D,C,A,B,C,C,D,A,B,B,B,C,D,B,C,D,B,B,D,A,B,C,B,A,A,A,B,D,C,D,B,C,A,C,D,C,D,A,C,C,A,C,C,B,D,A,B,C,D,C,A,C,B,D
1271,C,A,D,B,A,D,D,C,D,C,D,C,A,D,C,C,A,C,C,B,A,D,B,D,A,D,B,D,B,B,A,D,C,C,D,B,A,D,A,D,D,C,B,C,D,D,D,A,B,A,C,C,D,B,B,B,A
1272,D,A,C,A,D,C,D,D,C,D,B,C,B,C,D,B,A,C,B,C,A,B,A,D,A,A,D,D,A,B,B,A,D,C,B,C,C,D,B,B,D,C,C,C,C,A,D,D,A,A,B,B,D,A,B,C,B
1273,C,C,C,C,C,D,C,B,B,D,C,B,D,A,C,B,A,A,B,B,C,A,D,A,C,A,D,C,B,C,C,D,C,D,B,C,D,C,D,B,A,D,B,A,A,B,C,C,B,A,C,C,D,C,A,A,A
1274,C,A,C,A,C,B,C,A,A,D,B,B,B,A,D,D,B,D,C,A,A,A,C,D,D,A,A,A,A,B,D,C,B,D,C,D,D,C,C,A,D,B,C,D,C,B,C,C,B,B,D,A,D,B,B,A,A
1275,A,B,B,D,D,B,B,D,A,A,A,A,A,C,D,A,D,D,C,C,D,D,A,A,C,B,D,A,D,C,D,D,A,C,D,C,B,A,B,A,B,A,D,A,D,B,D,C,D,A,A,A,D,C,D,C,B
1276,A,A,A,B,C,C,C,A,A,A,C,C,D,A,A,A,A,C,B,B,B,C,C,D,D,C,C,A,C,B,C,C,A,B,A,D,A,A,C,C,A,D,D,A,B,A,A,D,A,B,C,D,D,D,A,A,D
1277,A,D,A,D,D,C,D,C,B,A,B,D,A,A,B,C,C,D,B,A,B,C,C,D,A,B,A,C,C,D,A,B,A,C,A,A,D,C,A,C,D,C,D,C,A,D,B,D,A,A,D,C,A,A,A,C,D
1278,C,D,A,B,B,A,B,C,A,C,A,A,D,A,D,B,C,A,C,B,B,A,C,D,B,B,B,D,D,A,B,D,B,B,D,D,D,D,A,D,C,D,B,A,D,D,D,D,B,D,D,B,A,B,A,C,C
1279,C,D,B,C,D,D,B,C,C,D,B,A,C,B,C,D,B,A,C,B,C,A,C,A,B,A,C,A,B,D,D,A,A,C,D,B,A,C,D,B,D,C,C,B,B,B,A,D,A,D,A,B,A,B,D,A,C
1280,C,D,C,A,A,B,D,A,B,A,C,A,A,B,C,D,B,A,A,D,C,C,B,B,A,C,D,B,D,D,C,D,C,A,D,D,C,A,A,A,C,C,B,D,C,D,D,B,B,A,C,B,A,A,B,D,C
1281,A,C,C,C,C,D,D,A,D,A,B,C,D,A,D,D,D,A,C,B,D,C,C,B,A,C,A,D,D,A,C,A,B,B,D,D,C,C,B,C,B,B,D,A,B,D,A,C,B,B,C,D,A,B,C,A,B
1282,D,D,B,C,A,A,C,A,A,B,A,D,B,B,D,B,C,D,B,C,D,B,A,A,B,A,B,C,B,A,D,C,B,B,C,C,C,C,C,C,D,D,B,B,C,B,C,A,D,A,D,C,A,C,C,C,B
1283,B,B,B,A,A,D,C,D,C,B,C,A,D,A,A,C,C,C,B,D,B,C,A,A,D,D,B,C,A,C,A,A,C,B,C,D,C,C,A,A,D,D,C,B,A,D,C,A,C,D,D,B,D,D,B,B,C
1284,D,B,D,C,A,A,B,C,D,D,D,D,C,A,A,B,D,C,D,D,A,B,A,C,A,C,A,A,B,D,A,D,D,B,C,C,C,D,D,C,C,A,C,C,D,D,D,D,C,B,D,B,C,C,D,B,D
1285,D,D,B,C,B,C,B,D,D,D,B,C,D,B,C,D,A,A,C,B,D,D,B,D,D,C,A,A,C,D,A,B,B,A,C,C,D,D,B,A,B,B,A,A,D,A,A,A,C,D,D,D,D,D,B,A,C
